"Step","amigo_pb_teacherhorizon10_load_seed2 - 4cover_rate_5step"
"60000","0.362"
"120000","0.35370000000000007"
"180000","0.3599"
"240000","0.346"
"300000","0.36030000000000006"
"360000","0.3675"
"420000","0.3607"
"480000","0.3656"
"540000","0.3475"
"600000","0.3505"
"660000","0.3629"
"720000","0.3527"
"780000","0.3536"
"840000","0.3392"
"900000","0.3587"
"960000","0.3672"
"1020000","0.35669999999999996"
"1080000","0.3519"
"1140000","0.362"
"1200000","0.3715"
"1260000","0.3449"
"1320000","0.368"
"1380000","0.3557"
"1440000","0.3747"
"1500000","0.3577"
"1560000","0.3678"
"1620000","0.3718999999999999"
"1680000","0.3721"
"1740000","0.35919999999999996"
"1800000","0.3768"
"1860000","0.3556"
"1920000","0.3696"
"1980000","0.3665"
"2040000","0.3708999999999999"
"2100000","0.3541"
"2160000","0.3526"
"2220000","0.3736"
"2280000","0.3834"
"2340000","0.3599"
"2400000","0.3653"
"2460000","0.3578"
"2520000","0.3786000000000001"
"2580000","0.3848"
"2640000","0.3663"
"2700000","0.3577"
"2760000","0.3703"
"2820000","0.3669"
"2880000","0.3584"
"2940000","0.3741"
"3000000","0.3662"
"3060000","0.3808000000000001"
"3120000","0.3713"
"3180000","0.3649"
"3240000","0.367"
"3300000","0.3765"
"3360000","0.3623"
"3420000","0.3746"
"3480000","0.3918"
"3540000","0.37"
"3600000","0.3749"
"3660000","0.3737"
"3720000","0.3842"
"3780000","0.3647"
"3840000","0.3672"
"3900000","0.3892"
"3960000","0.3687"
"4020000","0.3695"
"4080000","0.3766000000000001"
"4140000","0.3845"
"4200000","0.3883"
"4260000","0.3884"
"4320000","0.3748"
"4380000","0.3693999999999999"
"4440000","0.3802"
"4500000","0.3622"
"4560000","0.4009"
"4620000","0.3825"
"4680000","0.3829"
"4740000","0.3779"
"4800000","0.3812"
"4860000","0.3853"
"4920000","0.37"
"4980000","0.3863"
"5040000","0.3712"
"5100000","0.3831"
"5160000","0.3627"
"5220000","0.3764"
"5280000","0.3795"
"5340000","0.374"
"5400000","0.3896"
"5460000","0.3771000000000001"
"5520000","0.3887"
"5580000","0.3863"
"5640000","0.3728999999999999"
"5700000","0.3742"
"5760000","0.3776000000000001"
"5820000","0.3851"
"5880000","0.4034"
"5940000","0.3781000000000001"
"6000000","0.3893"
"6060000","0.3754"
"6120000","0.383"
"6180000","0.385"
"6240000","0.3874"
"6300000","0.3942000000000001"
"6360000","0.3677"
"6420000","0.3675"
"6480000","0.3667"
"6540000","0.3903"
"6600000","0.372"
"6660000","0.3645"
"6720000","0.3609"
"6780000","0.3683"
"6840000","0.36390000000000006"
"6900000","0.3523"
"6960000","0.3622"
"7020000","0.3842"
"7080000","0.3773"
"7140000","0.3839"
"7200000","0.3837"
"7260000","0.3716"
"7320000","0.3798"
"7380000","0.3762"
"7440000","0.3809"
"7500000","0.3762"
"7560000","0.3793"
"7620000","0.3742"
"7680000","0.3769"
"7740000","0.379"
"7800000","0.3718999999999999"
"7860000","0.3808"
"7920000","0.381"
"7980000","0.3515"
"8040000","0.3631"
"8100000","0.37"
"8160000","0.3703"
"8220000","0.3862"
"8280000","0.3751"
"8340000","0.3698999999999999"
"8400000","0.3878"
"8460000","0.3696"
"8520000","0.3788"
"8580000","0.3767"
