"Step","mix46_seed1 - 4cover_rate"
"234000","0.6573"
"486000","0.6392"
"738000","0.6517999999999999"
"990000","0.6579"
"1242000","0.6387999999999999"
"1494000","0.6519000000000001"
"1746000","0.6387"
"1998000","0.657"
"2250000","0.6451999999999999"
"2502000","0.6277999999999999"
"2754000","0.6515"
"3006000","0.6430999999999999"
"3258000","0.6351"
"3510000","0.6429000000000001"
"3762000","0.6624"
"4014000","0.6541"
"4266000","0.6419000000000001"
"4518000","0.6344000000000001"
"4770000","0.6371"
"5022000","0.625"
"5274000","0.6307"
"5526000","0.6365"
"5778000","0.652"
"6030000","0.6464000000000001"
"6282000","0.6579"
"6534000","0.6272000000000001"
"6786000","0.6458"
"7038000","0.6332000000000001"
"7290000","0.6365"
"7542000","0.6389000000000001"
"7794000","0.6207"
"8046000","0.6309000000000001"
"8298000","0.6303"
"8550000","0.6347999999999999"
"8802000","0.6371"
"9054000","0.649"
"9306000","0.6403"
"9558000","0.6410999999999999"
"9810000","0.6532"
"10062000","0.6572"
"10314000","0.6399"
"10566000","0.6469000000000001"
"10818000","0.6272000000000001"
"11070000","0.637"
"11322000","0.6425"
"11574000","0.6337999999999999"
"11826000","0.6469"
"12078000","0.6487"
"12330000","0.6605"
"12582000","0.6687000000000001"
"12834000","0.6505"
"13086000","0.6661999999999999"
"13338000","0.6598999999999999"
"13590000","0.6643"
"13842000","0.6606000000000001"
"14094000","0.6547999999999999"
"14346000","0.6708"
"14598000","0.6614"
"14850000","0.6582"
"15102000","0.6736"
"15354000","0.6679"
"15606000","0.6637000000000001"
"15858000","0.6575"
"16110000","0.6865"
"16362000","0.6646"
"16614000","0.6712"
"16866000","0.6567"
"17118000","0.6829"
"17370000","0.6782999999999999"
"17622000","0.6862"
"17874000","0.6547000000000001"
"18126000","0.6867000000000001"
"18378000","0.7028"
"18630000","0.6673"
"18882000","0.6663"
"19134000","0.6835999999999999"
"19386000","0.6774000000000001"
"19638000","0.6747000000000001"
