"Step","phase_pb_warmup6iter_length200_seed3 - 4cover_rate"
"180000","0.6291"
"360000","0.6266"
"540000","0.6418"
"720000","0.6588999999999999"
"900000","0.6535"
"1080000","0.6456"
"1260000","0.6502"
"1440000","0.6421"
"1620000","0.6465"
"1800000","0.6407999999999999"
"1980000","0.6570999999999999"
"2160000","0.6475"
"2340000","0.6634999999999999"
"2520000","0.6433000000000001"
"2700000","0.6494000000000001"
"2880000","0.6431"
"3060000","0.6424"
"3240000","0.6534"
"3420000","0.659"
"3600000","0.6547999999999999"
"3780000","0.6475"
"3960000","0.6437"
"4140000","0.6352000000000001"
"4320000","0.649"
"4500000","0.6476000000000001"
"4680000","0.6396000000000001"
"4860000","0.6531"
"5040000","0.6237999999999999"
"5220000","0.6441999999999999"
"5400000","0.6185"
"5580000","0.6229"
"5760000","0.6380999999999999"
"5940000","0.623"
"6120000","0.6175"
"6300000","0.6217"
"6480000","0.6306999999999999"
"6660000","0.6256"
"6840000","0.6177999999999999"
"7020000","0.638"
"7200000","0.6342"
"7380000","0.6386"
"7560000","0.6197"
"7740000","0.6384"
"7920000","0.632"
"8100000","0.637"
"8280000","0.6536000000000001"
"8460000","0.6298"
"8640000","0.6619"
"8820000","0.6441"
"9000000","0.6459000000000001"
"9180000","0.6604000000000001"
"9360000","0.6632"
"9540000","0.6617999999999999"
"9720000","0.6588"
"9900000","0.6632"
"10080000","0.6386000000000001"
"10260000","0.6415"
"10440000","0.6415"
"10620000","0.6474"
"10800000","0.6469000000000001"
"10980000","0.6661"
"11160000","0.66"
"11340000","0.673"
"11520000","0.6889"
"11700000","0.673"
"11880000","0.6714"
"12060000","0.6422"
"12240000","0.641"
"12420000","0.635"
"12600000","0.6496000000000001"
"12780000","0.6514"
"12960000","0.6537999999999999"
"13140000","0.6624"
"13320000","0.6365999999999999"
"13500000","0.6427999999999999"
"13680000","0.6505"
"13860000","0.6542"
"14040000","0.6529"
"14220000","0.6501"
"14400000","0.653"
"14580000","0.678"
"14760000","0.6527000000000001"
"14940000","0.6653000000000001"
"15120000","0.6974000000000001"
"15300000","0.6688000000000001"
"15480000","0.6653"
"15660000","0.6668999999999999"
"15840000","0.667"
"16020000","0.659"
"16200000","0.6769"
"16380000","0.6830999999999999"
"16560000","0.67"
"16740000","0.7055999999999999"
"16920000","0.6747"
"17100000","0.6817000000000001"
"17280000","0.6666"
"17460000","0.6718"
"17640000","0.6925"
"17820000","0.684"
"18000000","0.6802"
"18180000","0.6942"
"18360000","0.6981"
"18540000","0.6976"
"18720000","0.6922"
"18900000","0.6896"
"19080000","0.6904000000000001"
"19260000","0.6905"
"19440000","0.7019000000000001"
"19620000","0.687"
"19800000","0.6814000000000001"
"19980000","0.6796"
"20160000","0.6959"
"20340000","0.6915"
"20520000","0.6996"
"20700000","0.6762"
"20880000","0.691"
"21060000","0.6911"
"21240000","0.7045"
"21420000","0.7188"
"21600000","0.6937000000000001"
"21780000","0.698"
"21960000","0.6902999999999999"
"22140000","0.663"
"22320000","0.6889"
"22500000","0.6999000000000001"
"22680000","0.6976"
"22860000","0.6936"
"23040000","0.6845"
"23220000","0.6925"
"23400000","0.7188"
"23580000","0.6921"
"23760000","0.6854"
"23940000","0.6898"
"24120000","0.7051000000000001"
"24300000","0.7104"
"24480000","0.7001000000000001"
"24660000","0.6882"
"24840000","0.7079000000000001"
"25020000","0.6990999999999999"
"25200000","0.7042999999999999"
"25380000","0.7043999999999999"
"25560000","0.6952"
"25740000","0.7149"
"25920000","0.7127"
"26100000","0.7352000000000001"
"26280000","0.7122"
"26460000","0.7162999999999999"
"26640000","0.7039"
"26820000","0.715"
"27000000","0.6980999999999999"
"27180000","0.7273"
"27360000","0.7294"
"27540000","0.7068"
"27720000","0.726"
"27900000","0.7132000000000001"
"28080000","0.7202999999999999"
"28260000","0.703"
"28440000","0.7162999999999999"
"28620000","0.7249000000000001"
"28800000","0.7232999999999999"
"28980000","0.7211000000000001"
"29160000","0.7115"
"29340000","0.7084000000000001"
"29520000","0.7007000000000001"
"29700000","0.6947"
"29880000","0.707"
"30060000","0.7196"
"30240000","0.7226"
"30420000","0.7112999999999999"
"30600000","0.7169000000000001"
"30780000","0.7137"
"30960000","0.7289000000000001"
"31140000","0.7322000000000001"
"31320000","0.748"
"31500000","0.7475"
"31680000","0.7206"
"31860000","0.7289000000000001"
"32040000","0.7587"
"32220000","0.7360999999999999"
"32400000","0.7445"
"32580000","0.7482000000000001"
"32760000","0.7482000000000001"
"32940000","0.7352000000000001"
"33120000","0.7483000000000001"
"33300000","0.7486"
"33480000","0.738"
"33660000","0.7513"
"33840000","0.7404"
"34020000","0.7336"
"34200000","0.7493"
"34380000","0.7443"
"34560000","0.7197"
"34740000","0.7657"
"34920000","0.7508"
"35100000","0.7507"
"35280000","0.7457999999999999"
"35460000","0.7536999999999999"
"35640000","0.7586"
"35820000","0.7630999999999999"
"36000000","0.7515999999999999"
"36180000","0.7579"
"36360000","0.765"
"36540000","0.7513"
"36720000","0.7539"
"36900000","0.7639000000000001"
"37080000","0.7362000000000001"
"37260000","0.7686000000000001"
"37440000","0.7509"
"37620000","0.739"
"37800000","0.762"
"37980000","0.7486"
